y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
1811,26,87,11,63,12,63,80,15,41,79,57,21,91,57,68,19,12,31,67,8,6,62,65,5,60,52,41,84,4,34,46,88,81,13,55,85,95,77,6,12,5,47,74,83,18,43,89,66,0,57,80,80,32,1,73,58,95,42,32,87,53,26,85,17,8,40,88,27,15,46,2,72,64,96,20,16,11,49,43,54,93,62,58,71,96,75,33,64,72,68,56,23,20,23,80,54,93,29,72,56
2029,99,30,81,52,55,78,89,31,12,87,35,14,56,26,40,46,66,94,25,94,57,94,41,33,0,35,7,88,30,90,59,34,15,41,29,71,49,44,6,47,58,83,89,31,30,56,82,27,26,31,87,15,90,60,58,6,19,47,30,98,38,5,30,33,85,85,79,54,91,69,6,75,74,90,55,2,58,44,43,67,35,67,71,81,54,77,67,24,64,7,34,22,86,55,24,44,78,14,26,48
1654,55,14,87,80,33,6,47,60,79,48,55,12,9,18,55,60,24,55,44,89,82,39,63,30,26,48,1,56,37,43,71,84,85,52,40,98,75,17,54,12,74,22,26,17,11,94,90,55,24,26,40,33,39,54,21,63,43,34,71,35,22,4,91,1,74,80,79,2,16,2,61,60,62,5,48,4,54,61,100,74,3,22,35,32,17,53,22,86,80,22,96,55,66,58,42,7,18,4,9,62
2110,17,99,100,92,93,53,58,73,91,86,32,46,89,5,40,4,48,12,16,66,91,13,26,25,58,100,45,64,90,39,14,89,45,2,96,10,95,22,100,64,6,94,1,3,92,63,1,92,79,73,32,13,92,75,0,98,87,59,83,56,34,37,54,34,11,34,1,93,55,60,18,46,19,7,2,94,20,54,45,0,94,95,4,92,78,74,2,27,29,3,25,59,6,58,2,5,37,2,74,28
1935,0,5,33,36,0,24,99,85,81,67,74,72,4,27,43,99,95,32,93,68,2,81,74,56,31,93,3,29,62,39,67,93,27,29,48,55,20,19,33,53,30,11,93,85,25,31,56,39,19,52,78,69,22,17,13,28,96,41,79,62,25,27,47,61,11,99,59,78,37,46,25,42,4,2,8,93,19,72,48,50,18,68,62,71,83,14,49,42,70,43,55,50,77,89,23,48,36,52,32,15
2141,39,66,57,40,40,68,14,30,25,28,21,37,60,41,39,94,84,91,54,97,56,36,2,73,76,71,51,94,66,86,40,73,80,36,40,65,27,49,48,85,81,63,87,85,28,14,26,70,10,86,48,55,10,9,7,62,24,25,68,40,79,37,21,65,38,77,63,46,56,89,9,46,42,33,83,41,84,97,29,28,88,5,90,66,88,77,85,0,26,20,74,85,98,36,24,39,21,73,51,6
2059,7,54,72,48,62,88,68,84,21,0,15,66,48,71,77,46,56,71,77,85,52,36,81,100,1,33,25,84,25,39,2,15,53,38,52,29,66,100,21,8,93,69,98,75,22,12,41,34,19,11,47,64,22,66,23,12,100,94,72,87,88,84,80,44,13,40,18,59,9,85,68,70,14,10,14,41,21,45,65,36,79,11,21,98,16,44,34,79,14,78,96,57,60,56,63,92,70,51,93,43
1911,8,46,74,35,4,0,31,46,13,41,51,48,33,46,30,74,91,49,82,9,20,68,64,72,47,100,34,52,23,58,57,87,12,88,80,32,23,73,43,55,50,2,0,21,9,12,79,96,46,1,71,67,3,0,67,39,19,7,90,18,40,91,60,5,44,15,6,37,88,68,80,89,60,10,93,62,4,55,29,85,30,75,90,12,48,65,4,59,6,19,86,21,33,1,84,39,2,90,29,92
2070,22,76,75,48,63,90,39,37,26,4,39,19,40,36,73,14,53,58,99,59,81,83,28,31,66,65,4,3,55,61,52,37,94,10,59,74,12,94,72,55,27,23,96,38,86,68,88,99,14,34,52,8,49,65,49,98,83,64,54,71,76,75,63,84,23,33,47,23,92,7,64,27,53,15,77,94,7,54,62,98,16,66,100,72,9,84,24,53,33,88,68,34,27,48,58,19,32,27,72,38
2140,72,84,40,2,65,39,37,27,5,1,18,49,13,15,19,15,87,66,31,16,37,73,74,6,99,36,15,61,10,70,85,93,42,12,87,18,7,7,25,8,19,18,25,89,83,48,38,12,98,56,65,52,80,25,75,70,96,85,28,48,94,95,37,93,29,22,32,58,92,2,36,86,92,50,25,62,93,54,8,57,43,21,98,5,9,91,89,100,70,53,91,95,67,45,74,64,39,43,99,9
2296,83,59,85,94,1,13,73,22,57,34,20,45,19,17,99,30,35,61,91,57,90,66,4,45,85,94,40,42,63,29,39,52,89,40,45,98,81,24,9,91,61,25,5,80,36,50,79,10,61,50,14,99,74,64,70,28,88,39,55,5,91,87,61,35,75,35,3,75,100,82,51,30,100,68,18,55,61,22,17,54,71,69,34,41,56,4,4,53,89,10,21,71,77,55,34,88,55,33,16,75
1860,84,72,79,42,65,0,53,17,11,63,32,15,45,10,4,60,89,85,70,52,0,94,20,53,41,41,88,34,88,21,97,38,86,66,60,77,59,41,60,89,39,99,76,9,30,77,9,68,74,65,33,49,41,87,25,6,91,49,73,43,30,66,15,34,30,23,37,64,13,91,0,65,36,93,41,19,15,0,27,12,26,79,41,76,38,94,83,18,94,68,69,16,87,36,55,17,4,59,12,81
1922,56,80,27,73,5,22,90,28,58,70,61,99,67,94,4,99,70,10,89,87,19,46,70,61,55,4,6,36,100,10,8,89,24,33,51,13,76,83,75,75,31,90,41,23,2,25,76,20,37,9,11,98,50,51,9,58,88,79,60,32,67,34,21,95,37,76,75,85,78,4,95,90,69,19,80,83,71,84,41,98,1,70,73,5,71,26,24,76,75,94,37,33,65,70,29,31,37,27,92,85
1987,15,47,41,82,89,11,23,29,41,91,66,7,13,4,50,23,69,51,42,63,47,53,56,40,72,61,17,19,43,46,55,74,63,57,32,48,21,100,19,69,42,70,20,79,66,36,17,53,61,69,64,11,88,58,60,62,66,38,65,7,78,28,92,8,49,3,79,78,52,93,29,92,54,1,25,67,59,59,45,68,42,23,40,98,69,58,10,19,32,86,55,72,69,85,17,84,50,87,44,8
1734,97,55,71,55,15,11,98,86,7,3,82,69,54,9,57,76,6,63,22,15,27,9,100,22,10,56,78,82,75,30,25,37,7,14,92,100,61,47,58,61,97,61,14,32,61,39,78,35,44,47,1,12,28,48,11,72,61,42,14,88,78,26,26,76,47,25,36,0,15,50,81,18,93,54,37,44,99,14,67,98,53,21,99,88,7,48,22,49,36,54,31,65,55,14,31,15,8,32,20,4
2106,0,93,59,84,57,36,11,100,85,88,76,56,79,16,60,48,74,81,24,13,83,10,78,80,29,54,63,24,31,58,63,72,10,71,83,17,79,0,65,97,51,69,68,83,86,52,89,56,77,41,93,50,40,25,84,82,76,66,24,24,47,48,3,52,48,90,94,6,72,62,1,11,4,24,40,84,7,8,80,38,32,35,72,55,20,58,23,26,80,25,36,75,15,78,87,55,86,77,17,45
1845,81,57,90,68,63,67,97,0,35,5,23,40,62,72,50,40,69,22,93,66,47,99,7,33,26,100,58,98,37,86,67,21,95,63,48,2,40,3,91,10,82,24,15,85,77,94,97,55,14,61,60,99,24,7,2,9,96,37,17,40,34,1,19,30,29,24,18,6,63,48,68,17,58,92,67,32,92,36,66,58,31,34,38,70,49,37,12,1,62,42,74,26,9,8,43,84,39,60,8,63
1744,63,88,64,5,94,72,99,89,51,29,49,36,55,88,4,77,38,22,67,92,22,74,57,23,5,16,1,44,5,43,36,51,40,46,39,40,65,38,17,40,98,62,71,85,13,73,60,97,77,38,93,83,61,5,11,91,52,8,86,90,37,44,24,70,72,74,74,93,49,47,8,51,74,71,35,19,30,16,96,35,56,21,98,84,57,99,19,36,44,12,97,18,79,100,71,14,41,33,44,78
2228,46,57,72,38,35,11,81,7,31,100,9,17,94,94,6,50,37,66,30,49,58,39,67,63,65,68,95,63,13,93,54,63,76,48,88,81,34,77,91,29,33,65,26,11,44,53,71,15,62,63,85,59,90,63,59,21,55,23,44,74,23,0,73,9,53,44,12,98,91,4,100,91,86,93,80,48,76,67,5,23,6,42,40,24,39,89,3,13,83,13,68,4,87,50,69,87,68,21,92,62
2241,45,42,72,87,47,18,63,25,35,68,39,33,24,33,99,59,87,61,42,34,72,78,93,90,18,83,5,88,91,63,30,14,5,5,46,98,99,96,94,41,51,58,84,92,96,3,22,80,43,67,12,55,60,51,35,83,81,11,20,8,0,28,28,22,49,76,73,93,58,36,72,76,47,20,56,2,38,9,81,48,100,80,62,3,81,17,61,96,37,21,19,83,88,59,23,60,21,14,45,81
2381,42,89,76,1,25,68,99,5,69,19,12,68,90,32,38,30,11,20,39,17,63,12,92,27,87,100,60,1,93,95,74,70,31,29,68,59,84,79,51,70,97,88,65,43,33,95,28,88,97,99,40,57,5,87,90,98,33,25,92,53,50,28,98,48,52,67,27,28,74,69,8,62,6,15,52,63,95,1,38,86,91,26,65,2,20,67,18,3,89,11,65,35,64,35,70,34,35,31,75,53
1820,11,95,14,70,63,22,12,1,43,32,54,71,28,49,83,18,75,4,23,35,70,76,96,58,25,3,25,27,27,36,61,40,50,33,58,67,89,99,61,29,88,82,74,82,59,49,44,13,38,45,80,73,22,8,76,11,25,81,40,23,64,8,68,31,50,8,81,32,84,69,60,89,91,85,48,77,83,48,56,56,49,32,85,4,58,7,89,65,12,71,73,70,31,53,57,86,47,17,75,78
2470,98,70,41,0,25,5,60,39,2,45,48,48,96,40,44,34,45,27,89,69,46,58,36,90,50,59,95,93,86,91,52,78,90,53,56,88,35,79,79,11,39,9,61,76,79,26,65,33,44,100,100,19,22,60,91,7,79,35,35,30,81,98,84,3,16,94,22,11,82,93,0,56,56,24,74,100,39,91,43,13,73,68,94,95,63,41,26,41,95,69,42,50,61,35,83,29,24,17,11,23
1508,84,22,84,99,9,64,63,27,37,48,77,45,31,94,22,96,30,69,31,89,45,87,1,50,14,11,89,53,26,11,75,36,63,44,70,11,50,75,97,28,12,64,37,18,82,41,91,90,17,99,13,52,34,32,55,9,13,62,64,19,49,13,19,33,48,26,87,87,19,0,24,51,85,51,91,53,48,12,95,94,90,43,58,49,36,46,1,21,6,25,42,23,78,3,19,81,57,92,36,68
1926,63,4,82,92,27,87,83,17,38,84,96,99,85,62,68,55,73,87,60,22,91,21,18,80,80,18,73,5,28,10,90,33,87,19,72,74,20,72,5,42,68,65,97,23,70,87,53,85,84,86,37,87,68,84,66,81,30,72,58,24,31,63,64,42,11,93,84,6,27,50,59,29,46,94,99,19,8,84,48,44,59,47,74,97,68,29,10,23,42,48,42,83,88,39,25,19,72,38,57,50
2075,100,32,39,10,39,88,28,86,97,59,3,75,26,72,94,87,48,3,76,97,55,40,73,39,29,63,53,58,25,24,4,28,1,61,42,72,70,75,87,95,74,52,75,0,47,45,6,42,32,33,20,82,80,96,74,52,63,61,48,63,37,16,46,63,97,5,8,71,95,80,28,40,3,60,38,85,85,82,15,16,71,15,96,74,42,35,15,82,37,20,60,86,76,16,58,70,76,94,18,66
2054,65,17,99,100,12,79,92,30,71,8,73,35,11,70,70,63,89,45,73,92,13,59,22,12,10,96,43,98,40,40,21,78,42,90,7,35,5,73,59,41,88,71,40,67,48,96,65,26,73,5,67,92,43,98,79,100,86,25,73,25,10,90,58,52,25,61,44,70,6,84,12,88,61,39,33,92,48,24,47,21,23,4,27,42,55,57,37,58,13,76,15,77,66,32,65,58,7,31,64,9
2353,23,53,33,14,92,55,82,66,53,95,95,38,72,70,93,65,15,24,92,14,15,61,80,31,97,26,33,49,100,81,44,36,69,23,27,36,99,23,94,40,48,74,61,59,79,3,12,66,19,78,33,67,53,18,14,98,68,64,68,45,91,53,26,64,75,100,36,98,76,60,19,89,29,86,96,7,34,65,47,46,53,0,7,58,34,89,80,65,38,48,39,2,52,60,85,39,13,85,22,15
1736,84,59,57,67,29,90,81,18,52,59,72,32,17,38,60,78,64,70,57,35,21,52,31,97,81,5,4,17,83,20,68,6,47,73,2,96,32,22,61,57,33,87,86,40,65,11,98,87,4,20,23,84,40,58,20,97,67,34,35,28,5,52,87,95,2,14,59,58,3,53,53,34,14,4,30,52,8,23,48,53,94,87,48,44,46,25,23,63,59,31,44,92,70,77,23,3,25,70,20,67
2105,26,69,84,22,82,95,23,37,87,52,82,7,73,70,33,16,25,93,81,88,38,33,34,7,94,76,100,32,96,55,40,70,98,65,11,60,9,35,7,39,46,97,58,47,90,3,66,83,48,46,13,83,34,98,64,18,17,20,40,91,28,85,67,65,38,19,55,25,56,59,55,23,70,99,46,10,93,52,70,99,58,20,59,40,74,84,11,100,18,55,7,77,58,38,86,73,20,52,76,23
1972,16,10,76,80,82,99,55,66,6,43,98,82,91,21,39,77,18,90,7,76,5,55,79,83,26,72,35,55,52,39,0,14,24,64,37,51,76,69,65,12,71,54,83,73,26,58,31,52,87,61,85,10,9,9,43,79,90,16,92,30,94,17,75,63,29,79,34,18,42,56,97,92,34,15,42,7,46,83,51,5,75,32,30,62,45,97,16,16,63,86,2,18,34,69,46,45,54,19,27,26
1753,58,18,49,54,77,59,95,98,81,81,53,61,32,73,76,66,83,100,58,46,5,70,38,68,8,8,76,34,95,33,7,30,48,30,17,76,58,79,96,35,81,48,41,82,53,59,6,18,98,18,100,37,30,51,1,51,46,44,86,70,99,33,11,67,2,44,11,8,69,23,21,96,43,61,12,85,1,89,25,51,35,63,2,16,56,73,92,30,52,3,98,58,76,6,59,8,44,44,78,86
1810,2,72,46,34,35,95,100,89,25,27,76,44,11,3,50,38,33,64,4,57,70,19,65,40,44,40,91,48,52,5,17,24,88,92,15,87,53,52,39,91,30,87,25,83,50,57,10,37,24,4,41,28,81,96,34,33,46,53,51,68,60,66,45,22,3,13,41,20,3,58,39,66,55,15,78,19,85,25,82,75,58,58,55,91,74,20,46,65,84,51,31,12,88,2,41,70,18,42,38,26
1950,61,1,30,50,67,57,66,74,21,2,32,11,97,24,90,96,57,83,71,11,18,87,51,16,93,23,86,1,34,59,86,60,2,33,29,10,0,99,16,43,5,80,60,99,76,47,20,77,60,19,6,40,36,42,63,36,58,71,27,89,27,89,65,59,8,78,84,35,99,2,12,27,10,99,47,34,60,6,69,100,93,28,74,72,8,55,42,84,95,21,63,81,18,48,9,44,32,61,85,28
1930,6,31,57,28,72,85,72,64,35,74,26,48,47,83,55,88,25,78,48,93,75,41,40,44,59,80,17,12,9,8,72,75,70,43,84,44,80,46,23,49,26,88,89,94,19,16,53,40,90,39,79,92,18,84,68,15,87,43,79,22,66,74,59,73,99,92,18,55,6,31,79,100,20,53,6,72,64,5,86,29,17,91,98,60,27,56,55,71,34,96,9,26,15,86,10,81,30,88,81,60
1923,2,50,0,73,98,17,78,21,23,25,97,91,55,7,62,8,67,43,42,3,22,4,45,60,11,89,93,2,72,38,71,77,76,61,34,65,16,10,25,99,36,11,36,56,34,18,35,77,18,54,11,99,99,79,92,19,23,9,78,86,48,27,28,66,63,54,10,69,24,67,10,55,60,80,3,51,20,50,78,73,77,25,76,14,35,50,53,80,60,53,70,33,69,18,83,80,14,72,35,63
1670,30,63,84,77,9,99,81,54,22,21,82,95,40,33,100,96,23,31,87,29,93,35,0,35,87,17,90,94,39,51,45,67,22,44,60,61,27,4,57,62,59,50,45,41,35,28,47,21,2,89,8,32,4,21,70,10,83,1,43,13,7,10,52,37,35,73,13,35,33,8,6,20,99,55,67,69,78,61,65,5,70,38,67,82,1,52,91,1,20,22,98,68,44,23,42,27,46,19,21,46
2192,12,45,96,15,94,88,40,25,71,12,83,18,54,19,19,89,46,16,93,29,27,93,39,76,57,71,38,3,80,82,7,87,9,90,6,8,22,78,40,52,54,88,2,14,91,41,1,51,85,13,28,1,24,70,48,56,8,29,58,33,53,79,78,63,88,53,54,57,100,80,34,6,57,85,8,0,70,96,23,22,66,31,9,85,66,62,39,63,31,22,1,53,65,94,28,78,78,70,90,40
1626,50,8,43,95,78,10,33,19,52,50,19,79,51,44,89,56,40,96,78,95,69,99,11,43,9,4,4,6,83,14,58,63,23,78,42,41,49,90,26,50,12,65,85,6,29,57,98,28,10,78,77,95,4,19,87,16,26,4,37,40,21,43,84,70,41,81,21,82,51,43,45,29,89,24,9,37,24,49,74,92,35,47,4,42,34,46,97,81,34,75,41,64,63,14,3,43,6,40,33,71
1947,97,45,40,61,60,17,70,77,92,40,5,24,13,21,40,7,32,9,48,21,6,63,78,9,83,25,2,29,62,45,87,98,96,23,37,55,3,88,75,80,91,49,93,20,84,63,39,40,42,66,56,37,15,75,0,85,10,5,57,36,86,72,86,99,99,47,95,71,89,23,7,19,39,87,38,31,89,88,15,91,46,82,31,97,85,36,51,80,100,42,35,58,25,80,16,46,39,28,18,77
1577,66,4,44,40,54,19,20,65,68,73,53,20,18,83,18,41,68,8,30,25,4,49,67,0,61,27,46,19,92,4,6,86,47,26,72,50,60,44,19,4,92,47,50,81,41,48,13,81,59,96,93,36,32,24,14,49,0,39,79,30,86,7,99,2,5,71,55,42,55,21,53,24,36,20,85,4,18,47,81,22,66,45,98,1,17,57,65,27,0,7,67,35,3,57,35,24,26,40,17,22
2057,29,30,66,8,100,62,98,18,84,89,31,48,77,69,10,59,67,44,21,25,91,5,96,2,64,61,36,88,82,4,39,74,9,84,85,42,84,87,95,31,91,1,74,93,54,78,12,65,85,51,61,98,72,20,58,76,90,70,8,76,39,22,2,94,73,37,32,19,29,23,75,17,66,37,93,55,74,92,69,100,49,45,87,81,37,27,98,36,96,7,59,80,64,18,86,4,32,50,73,52
2063,51,50,64,96,85,87,2,7,54,97,58,41,44,54,75,45,9,66,26,90,90,18,97,60,78,84,49,10,11,43,84,78,21,22,67,80,12,65,70,0,80,33,85,47,34,16,30,99,3,18,37,25,82,16,17,24,72,57,99,17,98,56,72,87,18,36,79,12,37,42,57,94,75,22,90,44,62,73,77,99,41,34,35,27,78,86,3,4,53,88,69,14,53,32,41,73,18,63,62,4
2125,78,49,99,70,25,79,30,100,85,69,33,55,78,58,99,20,15,66,29,79,67,10,56,23,17,79,72,49,50,42,8,10,54,75,27,20,84,19,80,60,53,11,29,67,37,17,7,99,81,39,33,91,75,21,21,24,7,46,96,98,74,35,69,80,74,69,75,48,74,85,36,5,82,9,20,22,9,61,60,82,25,84,47,98,30,24,14,35,88,2,36,76,19,4,24,10,83,33,55,79
1931,97,18,47,38,53,81,53,69,86,98,62,35,30,35,69,45,18,38,71,52,58,86,70,63,65,43,12,43,51,46,19,97,94,56,5,74,45,10,78,10,61,54,77,86,61,51,2,1,49,63,0,83,54,31,67,1,52,84,37,21,28,68,71,55,14,57,18,34,3,79,42,93,9,84,94,63,13,7,65,12,36,98,98,2,9,43,87,28,11,65,49,50,96,70,31,24,60,7,100,16
2171,32,19,64,96,35,32,30,49,57,94,3,8,21,78,60,83,77,71,60,22,30,64,76,91,18,41,85,7,11,71,17,38,19,12,76,76,74,36,25,70,81,63,49,45,51,58,26,20,72,60,45,100,68,53,26,71,98,6,5,53,19,30,61,91,43,83,68,91,79,93,16,96,63,61,64,57,10,36,95,74,14,8,10,48,82,9,80,16,96,5,58,27,66,90,45,67,63,83,16,63
1866,27,56,34,17,42,100,28,1,49,51,9,71,41,12,30,63,67,18,73,51,71,47,81,35,9,5,77,94,23,20,8,33,28,37,18,90,57,77,96,23,79,79,89,27,85,36,24,70,5,4,42,48,41,40,66,57,35,20,97,6,5,71,41,29,100,21,61,69,13,80,11,55,99,11,61,56,53,29,14,90,9,59,23,69,92,89,48,7,77,56,19,17,0,56,48,3,92,47,84,90
1760,7,19,27,49,6,50,2,64,3,33,83,87,84,45,32,24,30,73,71,79,22,33,40,45,77,70,28,51,52,23,68,27,70,6,16,46,46,66,12,56,21,93,6,42,44,30,57,84,3,55,26,86,51,33,93,22,25,43,39,89,68,30,16,17,1,62,76,73,5,23,74,87,91,45,4,5,100,58,22,9,66,79,36,31,76,76,25,23,91,61,10,83,75,10,60,90,71,99,44,76
1891,34,24,54,52,92,46,56,79,83,67,84,80,73,76,11,61,6,53,16,17,1,95,98,94,88,62,87,15,45,14,61,68,42,89,57,4,96,70,48,31,81,98,40,19,32,40,58,49,93,96,63,98,9,20,41,9,9,23,20,16,91,27,30,61,28,35,39,0,72,2,55,98,90,84,93,89,64,5,65,99,65,7,75,2,26,69,76,22,67,67,92,7,40,51,33,33,54,49,17,33
2068,89,92,75,12,2,47,72,16,16,37,39,41,31,14,17,88,73,95,94,5,38,8,89,94,68,37,82,22,61,0,73,70,85,43,32,76,32,54,74,35,71,87,94,91,99,35,28,75,80,95,59,53,55,67,20,83,86,53,84,0,27,54,7,80,28,46,76,71,96,25,55,82,60,38,37,69,48,2,87,38,11,4,82,27,45,23,43,71,44,9,47,21,49,4,70,89,11,45,43,7
2147,2,32,61,10,57,70,10,29,22,83,71,73,62,5,1,57,77,36,6,91,52,0,25,69,51,66,90,41,86,14,97,66,39,77,32,100,91,39,98,93,69,22,63,66,44,1,56,86,26,11,65,63,85,97,5,90,12,40,19,93,91,96,84,30,42,36,36,69,73,33,19,0,5,33,10,58,13,50,7,11,69,75,11,7,23,23,81,43,18,50,24,65,90,52,85,39,81,65,41,33
2185,10,19,26,98,22,49,22,82,27,55,77,93,26,68,53,4,68,41,76,89,38,83,71,37,76,58,23,81,44,54,52,99,90,60,37,1,46,26,23,79,23,0,25,31,79,22,68,87,42,42,71,64,66,98,0,44,72,83,52,54,55,28,50,55,0,67,0,83,49,64,11,76,65,52,51,98,35,30,25,23,27,30,86,91,43,56,99,100,64,38,36,33,55,52,66,56,5,40,61,51
1760,29,22,31,3,100,78,29,48,98,56,9,52,30,5,48,6,53,45,73,25,50,4,22,40,14,85,31,31,28,92,41,43,7,80,92,96,13,8,74,46,14,4,85,35,40,17,44,74,25,87,15,70,33,46,54,29,54,20,62,85,71,64,77,3,22,82,11,31,81,56,82,21,100,73,67,37,93,22,1,91,80,14,90,0,19,65,93,63,3,94,67,24,81,78,43,62,94,35,87,4
1757,45,100,13,61,92,36,69,19,63,89,50,25,3,12,65,97,20,38,16,87,56,28,9,37,71,3,40,80,35,75,87,62,2,33,94,88,38,91,10,31,89,88,7,31,68,45,42,61,4,68,30,40,77,18,13,48,12,11,99,65,1,32,81,92,25,21,43,77,78,26,62,80,87,34,42,56,1,50,76,41,76,59,76,90,48,78,1,23,93,98,62,39,58,30,57,60,49,70,51,13
2169,8,68,31,100,58,20,84,51,100,16,32,94,92,33,11,7,77,85,81,77,33,59,95,35,98,54,30,54,99,93,15,72,85,69,2,32,43,0,85,91,48,5,71,28,69,44,94,32,49,81,24,12,2,62,13,32,18,33,87,39,43,49,49,11,35,80,85,40,66,89,13,19,47,60,1,66,68,83,74,35,49,89,46,23,79,50,31,74,91,0,38,27,27,43,58,13,14,26,30,1
2342,68,94,98,33,43,95,51,46,62,43,74,27,68,60,23,85,10,75,7,86,99,80,95,27,11,99,92,68,31,64,19,51,19,81,12,50,14,55,72,19,20,86,64,54,14,32,74,1,57,92,45,96,45,86,13,91,8,80,43,6,47,55,22,86,61,52,11,4,96,63,18,39,53,83,30,92,70,81,83,69,89,18,25,64,2,46,0,62,67,93,82,97,55,6,75,96,50,46,81,20
2315,62,40,90,8,73,50,15,11,29,12,56,7,7,46,87,64,1,50,71,47,75,78,68,30,81,19,47,98,71,91,8,77,54,37,7,75,27,25,77,68,34,68,98,84,51,86,68,96,45,50,22,86,57,12,72,88,37,69,21,4,6,83,97,6,56,15,1,82,89,96,72,76,9,65,78,58,88,30,82,50,91,77,14,87,14,94,80,11,34,33,25,13,43,98,11,10,12,28,83,60
2014,50,20,36,18,63,73,9,61,9,85,58,45,34,27,54,36,43,33,84,67,81,80,47,26,30,37,60,57,48,55,75,49,34,35,41,4,88,87,81,94,62,67,78,79,85,35,19,61,2,33,92,57,24,23,1,92,17,65,4,91,87,9,15,75,62,69,73,5,74,37,27,70,91,76,81,28,87,5,51,10,62,50,14,92,61,18,92,14,53,46,8,83,68,70,28,13,51,37,47,68
1937,79,20,77,83,71,23,99,98,79,50,68,72,14,6,54,18,23,72,36,27,51,35,98,26,27,43,79,63,33,70,89,6,21,1,88,16,5,80,71,10,74,36,80,62,71,80,29,33,63,19,48,9,13,14,81,80,32,85,18,20,48,53,35,74,42,24,22,50,42,97,67,54,56,53,69,75,47,23,46,58,35,71,23,25,100,16,48,89,37,90,64,15,76,6,10,60,94,86,1,27
2052,5,67,48,3,22,5,32,52,91,68,100,94,76,35,62,46,96,14,51,1,53,46,27,30,63,78,44,2,88,72,9,29,92,21,35,18,82,49,82,89,97,65,40,62,0,6,27,21,42,17,66,32,85,22,68,15,39,50,39,84,81,69,62,42,88,70,44,41,6,43,89,86,62,49,79,16,39,30,52,21,21,23,75,77,26,35,36,2,97,89,31,11,40,58,86,69,11,91,74,53
2286,69,47,56,11,24,98,70,22,83,7,85,31,64,87,97,93,0,71,49,91,94,40,67,65,48,73,57,60,68,61,37,87,74,68,1,11,93,59,69,43,43,72,53,80,67,27,26,23,62,31,11,91,58,13,42,50,89,96,11,11,58,28,26,86,57,29,53,97,46,68,16,20,82,45,95,74,39,49,84,10,95,62,86,72,34,70,41,12,46,11,87,13,41,61,71,94,39,75,100,48
2536,78,65,44,95,0,8,24,87,36,85,7,86,72,37,87,26,89,38,3,68,84,72,92,41,97,87,92,33,71,41,37,68,40,45,42,8,77,54,33,40,8,66,83,50,61,61,59,93,15,24,81,0,44,2,86,82,53,67,31,72,47,95,62,56,17,66,98,70,57,30,23,39,96,79,85,75,73,26,83,24,83,39,41,13,52,45,22,47,76,8,90,13,100,18,84,13,97,80,74,4
2119,68,9,25,48,17,96,83,15,90,17,69,94,24,36,76,1,97,93,73,87,90,31,81,14,13,64,67,55,70,11,94,10,42,5,35,45,54,85,44,14,59,24,78,66,74,1,90,8,100,41,54,38,12,98,92,52,72,53,57,95,80,95,99,13,38,92,3,6,0,78,33,43,81,22,82,10,96,41,18,73,1,26,35,85,50,45,85,16,18,72,31,93,41,33,16,22,31,93,18,59
1813,6,63,60,50,62,88,7,51,66,96,51,82,6,3,29,85,7,29,48,44,56,33,93,49,11,29,87,32,54,77,29,46,87,57,45,20,72,54,42,39,91,63,45,38,82,41,14,2,15,75,36,10,29,28,44,27,13,52,37,28,55,1,37,70,61,54,51,50,65,23,74,54,57,66,11,12,74,80,68,12,4,15,7,5,63,35,63,15,91,47,29,40,57,2,68,71,47,58,70,68
1834,22,75,13,100,66,56,60,96,24,9,59,41,33,5,79,95,39,18,8,89,92,96,23,2,60,25,78,12,23,56,18,87,100,33,29,25,37,21,7,26,66,97,48,28,13,97,14,95,98,64,75,4,72,30,64,0,4,29,93,72,100,16,30,0,79,24,93,65,27,23,32,2,3,70,27,25,12,59,35,23,61,82,19,65,18,98,97,85,55,48,40,67,65,49,70,74,5,67,80,71
1991,83,36,58,11,62,98,80,15,39,3,34,72,93,3,94,74,16,97,13,77,36,50,90,29,92,66,8,29,42,11,75,42,47,54,9,18,38,49,86,2,87,36,5,25,100,1,93,7,100,18,0,92,76,49,13,79,17,99,32,14,46,40,78,94,18,92,100,53,90,3,73,27,42,94,46,52,30,47,37,74,22,92,59,13,31,11,80,43,79,63,97,89,15,35,80,88,89,0,75,5
1748,6,9,14,78,44,9,73,67,1,74,18,14,91,23,25,36,46,89,66,82,59,10,83,21,7,21,88,68,21,22,20,36,5,72,23,52,6,54,44,95,46,60,98,29,5,7,71,48,15,22,75,67,15,72,51,97,38,81,69,67,19,15,48,13,84,74,12,17,31,3,72,14,18,49,89,47,44,89,14,97,40,30,17,84,24,48,96,25,71,72,83,31,61,55,91,22,82,97,56,13
